date,tweet,likes_count,sentiment
2022-01-19,"Tesla AI might play a role in AGI, given that it trains against the outside world, especially with the advent of Optimus",88469,positive
2022-01-19, https://t.co/n2ivCG4E8b,176498,positive
2022-01-19,Believe in the future!,376685,positive
2022-01-19,Back to the moon soon,111677,positive
2022-01-19, https://t.co/vltBvTXExY,273874,positive
2022-01-19,@SpaceX Another 49 Starlinks reach orbit,22322,negative
2022-01-19,@PPathole @Tesla I was just there. Good progress!,5149,positive
2022-01-19,@tesla_raj People do not yet understand how valuable an autonomous vehicle will be,11087,negative
2022-01-19,@nichegamer  https://t.co/mzY5LICG8r,1759,positive
2022-01-19,"@nichegamer Last year, Japan had ~800k births &amp; life expectancy is 85 years (impressively high!), implying future population of only 68M, dropping almost half from current population of 126M.  That’s a lot of ghost towns &amp; cities.",7560,positive
2022-01-19,@jhall Tragic case of ego/ability&gt;&gt;1,2372,positive
2022-01-18, https://t.co/OE5bjbf6Gq,26956,positive
2022-01-18, https://t.co/xMaVipUuYf,25235,positive
2022-01-18,"If there aren’t enough people for Earth, then there definitely won’t be enough for Mars ☹️",57330,positive
2022-01-18,@sweetsinner3 Trying to set a good example 😀,14195,positive
2022-01-18,@lukemiler Exactly,4159,positive
2022-01-18,"UN projections are utter nonsense. Just multiply last year’s births by life expectancy. Given downward trend in birth rate, that is best case unless reversed.",43041,positive
2022-01-18,We should be much more worried about population collapse,196331,positive
2022-01-18,@Rainmaker1973 I see where Frank Herbert got some of his ideas,7015,positive
2022-01-18,@heydave7 🤣,4017,positive
2022-01-18,@WholeMarsBlog Yup,2911,positive
2022-01-18,@BillyM2k Honestly I woulda clicked it,8341,positive
2022-01-18,"@teslaownersSV Spatial &amp; temporal memory are improving, so there will be less flicker",11258,positive
2022-01-18,"@SawyerMerritt Yeah, unfortunately this is becoming a security issue",11996,negative
2022-01-18,"@PPathole Cool, we’re both born 69 days after 4/20 haha",35827,positive
2022-01-18,"@DriveTeslaca I obv can’t comment on every rumor, but this isn’t true. Am headed to Berlin mid Feb, not this week.",8502,positive
2022-01-18,@teslaownersSV Pretty wild,17002,positive
2022-01-18,@BillyM2k The most entertaining outcome is the most likely,22642,negative
2022-01-17,@pmarca Accurate video 🤣,3865,negative
2022-01-17,@WholeMarsBlog 10.9 going out later this week,3782,positive
2022-01-17,@WholeMarsBlog Indeed 🧐,9287,positive
2022-01-17,@pervocracy 🤣👍,8255,positive
2022-01-17,@BillyM2k Yeah,15280,positive
2022-01-17,@NoahWebb_ We will start rolling out FSD beta in Canada cautiously in next 2 to 4 weeks,7322,negative
2022-01-17,😅,70707,positive
2022-01-17,Good thing I never tweet anything controversial  https://t.co/T7sD1q1hvd,260341,positive
2022-01-17,@heydave7 @RealDanODowd @nytimes @Tesla @RealDawnProject Green Hills software is a pile of trash. Linux ftw.,9521,negative
2022-01-17,It is heartening to see the rise of individualist vs corporate media  https://t.co/7w9WDHhO3o,331899,positive
2022-01-17,"@lexfridman In theory, it saves landing leg mass &amp; enables immediate reflight of an otherwise unwieldy, giant rocket",7364,positive
2022-01-17,@GerberKawasaki Correct,12526,positive
2022-01-16,@TheHorrorMaster Good campaign,22961,positive
2022-01-16,@archillect There sure are a lot of interesting ways to arrange pixels,10650,positive
2022-01-16,@archillect AI in a box that is a hall of mirrors from the inside,11982,positive
2022-01-16,@WorldAndScience Civilization is only ~5000 years old  https://t.co/SMHYvKvr3D,6939,positive
2022-01-16,So informative  https://t.co/rTktvhYukK,247354,positive
2022-01-16,"@Rainmaker1973 There is a 💯 chance of *all* species extinction due to expansion of the sun, unless humanity makes life multiplanetary",8608,negative
2022-01-16,@clarkmoody  https://t.co/siHLbpx4Ua,6781,positive
2022-01-16,@DriveTeslaca @Tesla Firmware fix to recalibrate heat pump expansion valve is rolling out now,5033,positive
2022-01-16,@DriveTeslaca @Tesla Fixing this is a high priority,7852,positive
2022-01-16, https://t.co/6qGivJoQf0,200424,positive
2022-01-15,1469 Starlink satellites active 272 moving to operational orbits Laser links activate soon,145423,positive
2022-01-15,@SawyerMerritt @Tesla Big difference,14951,positive
2022-01-15,🔝,194441,positive
2022-01-15,@BillyM2k Birds are a myth,30302,positive
2022-01-14,@Rainmaker1973 😮,10583,positive
2022-01-14,Tesla merch buyable with Dogecoin,332825,negative
2022-01-14,"@cleantechnica Yeah, doesn’t make sense",8226,positive
2022-01-14,@Teslarati @ResidentSponge Almost all input is error. Car should do the right thing automatically.,9527,negative
2022-01-14,@askerlee @giffmana Dojo,4686,positive
2022-01-13,@Rainmaker1973 Yup,3197,positive
2022-01-13,@wintonARK Turns out … yes,3334,positive
2022-01-13,@PPathole @Tesla Still working through a lot of challenges with the government,34821,negative
2022-01-12,@Model3Owners Great explanation!,3071,positive
2022-01-12,@engineers_feed He was truly exceptional,12564,negative
2022-01-12,Bizarre anti-environment move by govt of California,70307,positive
2022-01-12,"@vincent13031925 Tesla is working as fast as possible to support Tesla owners worldwide.   Sustainable energy affects everyone on Earth, as we all share one atmosphere.",19634,positive
2022-01-11,@ID_AA_Carmack 🤣,3828,positive
2022-01-11,@moxie Accurate,5950,negative
2022-01-11,@cleantechnica Most people have no idea how fast sustainable energy is growing!,36571,negative
2022-01-10,"@APompliano If the alarming collapse in birth rate continues, civilization will indeed die with a whimper in adult diapers",12864,positive
2022-01-10,@lexfridman Mind-blowing that over 80% of humans have a smart phone,37878,positive
2022-01-10,Starship launch &amp; catch tower  https://t.co/5mLIQwwu0k,128156,positive
2022-01-09, https://t.co/uiHoMrpifZ,291881,positive
2022-01-08,"@BLKMDL3 @Tesla It’s our best car ever, along with the Plaid X",23925,positive
2022-01-08,"@WholeMarsBlog It was a mistake to try to use the Elise. In the end, only ~5% of the Elise parts ended up being used. Tesla Roadster is a totally different car.",8297,negative
2022-01-08,@heyitsyashu Monthly subscription price will rise when FSD goes to wide release,3676,positive
2022-01-08,FSD price will rise as we get closer to FSD production code release,29293,positive
2022-01-08,Just in the US,29166,positive
2022-01-08,Tesla FSD price rising to $12k on Jan 17,76089,positive
2022-01-08,@BLKMDL3 Beta 10.9 should be ready in about a week.   Beta 11 with single city/highway software stack &amp; many other architectural upgrades probably next month.,5842,negative
2022-01-07,Starlinks with “lasers” deployed to orbit  https://t.co/Y1eg9gl7sJ,138738,negative
2022-01-07,@Redicnomad Masters of Doom is a great book,9221,positive
2022-01-06,nice,281326,positive
2022-01-06,@engineers_feed 👍,14817,positive
2022-01-05,@ScottAdamsSays 🤣🤣,7850,positive
2022-01-05,@teslaownersSV Room to improve …,11399,positive
2022-01-05,@engineers_feed Earth should be called Water,85990,positive
2022-01-05,@SawyerMerritt !,8366,positive
2022-01-04, https://t.co/NH4S2wDizC,412729,positive
2022-01-04,@Rainmaker1973 Tonnage to orbit is the more fundamental metric,8714,positive
2022-01-04,@wintonARK Absolutely. This is just bad math.,6867,negative
2022-01-04,@nextspaceflight @BocaChicaGal Yes,4156,positive
2022-01-04,Raptor 2 now operates routinely at 300 bar main chamber pressure,57660,positive
2022-01-03,@jack Reminds me of when I hex edited Ultima V to get out of the final maze,14066,positive
2022-01-03,@ClaudioOmbrella @Tesla @slcuervo @alex_avoigt @ClubTeslaES @teslaownersSV @TeslaSchweiz @TeslaMotorsClub @vaielettrico 🇨🇭Yay Switzerland!! 🇨🇭,4361,positive
2022-01-03,@auren There is no way to be in touch with voters when you’re three generations away from voting age,12098,negative
2022-01-03, https://t.co/LA9hPzVlGx,473530,positive
2022-01-02,Let’s make the roaring 20’s happen!,320201,negative
2022-01-02,Great work by Tesla team worldwide!,66405,positive
2022-01-01,@BLKMDL3 @Tesla 🔥,45704,positive
2022-01-01,@MiFSDBetaTester @WholeMarsBlog 🤣,4127,positive
